,source,text_norm
7319,__label__russianpost,невозможно подсчитать сколько мир выпустить почтовый открытка наверное миллиард художник дизайнер сложный придумать что-то по-настоящему оригинальный однако некоторые это удается.<><>омский творческий мастерский выпустить целое набор открытка объединить общий тема привѣтъ изъ омск это карточка который рекомендоваться дарить гость город отбывать прибывать друг близкие дальний родственник действительно иллюстрация очень очень нестандартный >кстати менее оригинальный серия открытка посвятить москва москва порт пять морей».<><>#открытка привет_из омск
9096,__label__mospolice,увд юао наградить два житель округа помощь полиции<><>ный оперативный совещание руководящий состав заместитель начальник увд юао гу мвд россия год москва полковник полиция дмитрий баранов вручить благодарность ценный подарок житель юг столица сергей симонов сергей митин помочь полицейский задержание подозревать совершение разбойный нападение  >ть ноябрь текущий год возле один жилой дом женщина напасть неизвестный злоумышленник угрожать удушение ремень похитить золотой браслет попытаться скрыться свидетель происходить стать двое прохожий  >пока оказывать помощь потерпевший побежалый нападать услышать крик помощь прийти гражданин мужчина удаться задержать злоумышленник 31-летний житель ближний зарубежье передать сотрудник полиция прибыть место происшествие следствие омвд россия район царицыно возбудить уголовный дело признак преступление предусмотренный ст 162 ук рф разбой  >полковник полиция дмитрий баранов поблагодарить молодая человек инициатива смелость помощь раскрытие преступление отметить случай должный послужить пример активный гражданский позиция полицейский житель столицы.такий эффективный взаимодействие сотрудник орган внутренний дело гражданин помогать раскрытие преступление также укреплять доверие друг друг позволять своевременно вставать защита законный право интерес людей.<><>#police mvdrussia мвд мвдроссия полиция полицияроссия мвд77 петровка38 награждение гражданин юао
3530,__label__mchsgov,маленькаяспасеннаяжизнь мчс мчсроссия ><>ть псков спасатель вытащить собака колодец ><>животный попасть технический колодец глубина который составлять 3 метр поэтому собака мочь самостоятельно выбраться глубокий ям счастие найти учащийся один школа ребята возвращаться школа услышать собачий лай который раздаваться крестовский леса школьник броситься помощь леса увидеть технический колодец который угодить собака глубина колодец также позволить ребёнок вытащить животный самостоятельно ребята позвонить диспетчерский вскоре место происшествие приехать спасатель вытащить несчастный связать петлить благодаря который пёс вытянуть ям
9804,__label__mospolice,следствие столичный полиция завершить расследование уголовный дело хищение около 1 миллиард рубль кредитно-финансовый учреждение ><>«сч су увд юзао гу мвд россия год москва завершить расследование уголовный дело обвинение двое руководитель коммерческий организация хищение денежный средство кредитный учреждение особо крупный размер сообщить начальник управление информация общественный связь гу мвд россия год москва александр князев.<><>подробность https://77.мвд.рф/news/item/10425353<><>#мвдроссия петровка38 полиция новость
3685,__label__mchsgov,мчс мчсроссии<><>глав мчс россия владимир пучок наградить детея-герой пензенский области.<><>http://www.mchs.gov.ru/dop/info/smi/news/item/33407538
10551,__label__mospolice,должность начальник управление информация общественный связь орган внутренний дело москва назначить александр князев<><>#мвд петровка38 полиция новости<><>https://youtu.be/jcncvge9nsw
16,__label__mil,огневой рубеж всеармейский этап конкурс танковый биатлон-2018»<><>#танковыйбиатлон2018 арми2018 соревнование вво
873,__label__mil,утро 22 март содействие российский центр примирение враждовать сторона пропускной пункт мухайям аля-вафедина восточный гута выйти 3-х тысяча мирный жителей.<><>кром продолжаться возвращение мирный житель освободить населить пункт восточный гута сакб кафер-батный ><>российский военнослужащий центр организовать раздача горячее питание продовольственный набор индивидуальный рацион питание бутилировать питьевой вода также спальная принадлежность пропускной пункт лагерь беженцев.<><>#миноборона сирия цпвс мухайям гуманитарныйкоридор гуманитарнаяпомощь
6567,__label__russianpost,отечественный филокартия отдельный направление открытка владимир зарубина карточка знаменитый главный герой иллюстрация являться нарисовать мультяшный герой ><>владимир зарубина художник-мультипликатор один выпуск погодить тайна три планета жить-быть пёс приключение вася куролесов советский ребёнок видеть работа открытка отдушина жизнь художник выйти пенсия смочь посвятить это жанр время приятно человек оставлять внимание мой работа писать просить большой рисовать наиболее активный подсказывать сюжет рисовать тянуть занемочь просто ложиться думать открытка конверт вначале обкатать голов бумага весь переходить очень быстро затем перерисовывать сюжет порой несколько закончить присмотреться браться вновь добавлять убирать деталь маленький сказка рисунок ><>ть 2007 год коллекционер этот карточка выпустить самостоятельный каталог подготовить подборка несколько красивый открыток!<><>#открытка филокартия
11213,__label__mospolice,осторожно контрафакт!<><>столичный полиция проводить системный работа выявление факт нарушение авторский смежный прав.<><>ть месяц сотрудник оэбипк увд свао гу мвд россия год москва задержать 41-летний продавец один торговый точка подозрение распространение контрафактный дисков.<><>как установить полицейский данный гражданин незаконно заниматься распространение компакт-диск программный обеспечение иметь признак контрафактность сотрудник полиция изъять 24 компакт-диск результат провести исследование компакт-диск отличный лицензионный образцов.<><>по предварительный данные компания-производитель который принадлежать авторский смежный имущественный право данный продукт причинить материальный ущерб размер свыше 1 миллион 700 тысяча рублей.<><>гс ск россия год москва завершить расследование уголовный дело отношение мужчины.<><>з данный противоправный деяние предусмотреть наказание вид лишение свобода срок 6 год статья 146 ук рф нарушение авторский смежный прав»).<><>отличить контрафактный продукция оригинальный составлять труд оригинальный продукция упаковка должный нанести голограмма упаковочный бокс правило пластиковый полиграфия качественный должный отразить место производство продукции.<><>ный диск официальный производитель записывать 1 продукция возможный запись несколько серия лицензионный продукция обязательно указываться какой вид осуществить перевод фильм полный дубляж либо наложение русский перевод оригинальный версию).<><>недобросовестный производитель мочь записать экранный версия незаконно записать демонстрация кинотеатр либо перезаписать лицензионный продукция сборник различный фильм записываться нелегальный производитель качество записать продукция порядок ниже лицензионной.<><>полиция обращаться гражданин просьба бдительный обнаружение признак контрафактный продукция сообщать правоохранительный органы.<><>#мвд петровка38 полиция новость контрафакт
6749,__label__russianpost,день учитель артек почта россия провести флешмоб название поздравить любимый учитель участник который стать тысяча артековец ребята подписать поздравительный открытка свой учитель сложить большой мозаика затем послание артековец разлететься школа город село страна http://artek.org/press-centr/news/artekovskie-pozdravleniya-s-dnyom-uchitelya-razletelis-po-vsyay-rossii
3442,__label__mchsgov,памяткамчс мчс мчсроссии<><>ть ночь 18 19 январь православный человек традиционно отметить крещение господний крупный праздник православный церкви.<><>предлагать ознакомиться правило который стоить соблюдать крещенский купание
500,__label__mil,учебный корабль перекоп балтийский флот выполнять задача дальний поход зайти деловой визит порт коломбо демократический социалистический республика шри-ланка  >ть шри-ланка корабль пробыть 22 апрель время стоянка экипаж пополнить запас вода топливо продовольствие совершить технический осмотр корабль  >будущий офицер перекоп выполнять учебный программа частность связь кораблевождение общий сложность морской поход принимать участие 500 курсант  >корабль перекоп побывать четыре океан впервые история пройти северный морской путь полугодовой плавание корма остаться 22 тысяча морской миля  >ть программа поход восемь деловой заход иностранный российский порт участие многонациональный учение  >#минобороны вмф бф дальнийпоход
1365,__label__mil,десантирование водолаз борт вертолёт ка-27пс чёрный мор  >#минобороны водолаз ка27пс юво черноморскийфлот
7782,__label__russianpost,фантастический сюжет произойти два юный посткроссера незнакомый себя жанета дания росито гонконг как-то обменяться открытка забыть друг друг поздний жанета переехать гонконг учёба обмен однажды утром маршрутка познакомиться три девушка который ехать тот школа начаться переписка чат однажды жанета попросить совет купить почтовый упаковка пересылка плакат также открытка посткроссинг росито фанатка традиционный почта удовольствие подсказать девушка обменяться впечатление посткроссинга.<><> росито вспомнить как-то приходить открытка дания найти свой стена размещать получить карточка посмотреть имя отправитель закричать трубка жанета город e-s-b-j-e-r-g похоже ты обменяться открытка год назад мало верить история совпадение бывать
4748,__label__mchsgov,мчс мчсроссия ><>крымский спасатель освободить замёрзнуть озеро сасык-сиваш 100 лебедь ><>сотрудник водолазно-спасательный группа вброд добраться птица разбивать себя тонкий корка лёд доставить пернатый берег передать общественный фонд помощь животный сердце сердцу».<><>http://www.mchs.gov.ru/dop/info/smi/news/item/33049471
1243,__label__mil,штурмовик су-25см взлёт убирать шасси  >#минобороны юво боеваяподготовка су25см
6323,__label__russianpost,немецкий городок марбург памятник почтальон помощь представить экипировать почтальон 19 век например переноска корреспонденция использовать весьма неудобный почтовый мешок однажды почтальон аарон самуэль блоха решить усовершенствовать рабочий инструмент попросить жена помочь взять служебный холщовый мешок пришить он толстый длинный кожаный ремень толстый резать плечо длинный носить сумка перекинуть шея ><>история сохранить дата блоха впервые выйти свой почтовый участок новый сумка 15 октябрь 1897 год нововведение оценить коллега цех течение несколько месяц модель сумка проникнуть европейский страны.<><>#интереснознать почтальон
735,__label__mil,лётчик российский авиационный военный база эребунь армения провести учебно-тренировочный полёт контрольно-измерительный приборам<><>ть ход учебно-боев задание экипаж вертолёт ми-8 ми-24 выполнить полёт разведка местность также осуществить поиск живой сила бронетехника условный противник днём ночью ><>ночью вертолетчик выполнить заход посадка прибор полёт высокогорный полигон алагяз обнаружение выдвигаться колонна условный противник ><>особенность выполнение учебный задание стать совершение самостоятельный вылет посадка вертолёт один выключить двигатель молодая офицер роль командир воздушный судный ><>#минобороныроссия армения эребунь вертолетчик армейскаяавиация
9566,__label__mospolice,порядок обеспечение денежный довольствием<><>ный вопрос читатель журнал полиция россия отвечать главный эксперт-специалист направление взаимодействие федеральный государственный орган управление нормирование оплата труд социальный гарантия департамент финансово-экономический политика обеспечение социальный гарантия мвд россия полковник внутренний служба елена чуракова.<><>#мвд ormvd ормвд полицияроссия полиция закон финансы оплататруд ответынавопрос премия
4851,__label__mchsgov,мчс мчсроссия ><>ть большой кремлёвский дворец состояться церемония представление президент офицер минобороны мчс мвд фсб свр ск рф фсо назначить высокий командный должности.<><>http://www.mchs.gov.ru/dop/info/smi/news/item/33006773
2652,__label__mil,лётчик липецкий авиацентр пройти контрольный проверка итог летний период обучение 2017 год
11011,__label__mospolice,московский полиция проводить оперативно-профилактический операция заслон  >мероприятие осуществляться цель оздоровление оперативный обстановка столичный регион  >особый внимание полиция уделить проведение профилактический мероприятие рынок вокзал торговый комплекс общежитие промышленный зона гаражный комплекс автосервис место отстой автотранспорт гостиница квартира сдавать поднаём  >главное управление мвд россия год москва обращаться гражданин просьба оказать содействие организация работа противодействие преступность сообщать возможный факт нарушение действующий законодательство российский федерация  >сообщить любой полезный орган внутренний дело информация телефон 102 c мобильный телефон 112  >#мвд петровка38 москва полиция новость заслон
5187,__label__mchsgov,праздником!<><>#1сентябрь
4657,__label__mchsgov,мчс мчсроссия ><>ть день рождение огнетушитель 7 февраль сотрудник гу мчс россия свердловский область совместно свердловский областной отделение всероссийский добровольный пожарный общество отдел социальный защита город провести социальный акция огнетушитель многодетный семьям».<><>http://www.mchs.gov.ru/dop/info/smi/news/item/33084141
5442,__label__mchsgov,территория ногинский спасательный центр стартовать заключительный 36-часовой этап аттестация отряд центроспас мчс россия международный стандарт инсарага ><>http://www.mchs.gov.ru/dop/info/smi/news/item/32780612
460,__label__mil,подготовка механизировать колонна хабаровский гарнизон парад победа посвятить 73-ть годовщина победа советский народ великий отечественный война  >#минобороны вво вова парадпобеда
8797,__label__mospolice,сотрудник онк западный округа провести профилактический беседа родитель школьников<><>сотрудник полиция провести разъяснительный беседа родитель учащийся старший класс средний общеобразовательный школа 571 цель профилактика предупреждение наркомания среди несовершеннолетний  >начальник отделение профилактика административный практика противодействие наркопритон онк увд зао подполковник полиция сергей фирс рассказать собраться вред наркотический психотропный вещество озвучить статистика преступление сфера незаконный оборот наркотик рассказать уголовный административный ответственность противоправный деяние дать направленность кроме ход беседа привести пример практика  >полицейский также сообщить слушатель негативный необратимый влияние наркотик мозг организм человек последующий тяжкий последствие результат употребление  >такж сергей фирс акцентировать внимание собраться предусмотренный закон ответственность хранение распространение употребление наркотик  >подобный мероприятие проводиться сотрудник увд западный округа постоянный основе.<><>#police mvdrussia мвд мвдроссия полиция полицияроссия мвд77 петровка38 новость онк наркотик зао
1184,__label__mil,1 март псков состояться памятный мероприятие посвятить 18-ть годовщина героический подвиг воин-десантник 6-й парашютно-десантный рота 104-го гвардейский десантно-штурмовой полка >76-ть гвардейский десантно-штурмовой дивизия  >ть день часть соединение воздушно-десантный войско пройти мероприятие память пасть воин десантник который 18 год назад преградить путь боевик рваться аргунский ущелие чечня дагестан  >ть неравный схватка многократно превосходящий сила враг 84 десантник пасть смерть храбрый безымянный высота 776.0  >з мужество героизм проявить бой террорист 22 десантник присвоить звание герой россия 21 посмертно 69 солдат офицер наградить орден мужество 63 посмертно  >#минобороны вдв память шестаярот
9381,__label__mospolice,сотрудник полиция запад москва задержать подозревать разбой ><>оперативник управление уголовный розыск гу мвд россия год москва отдел уголовный розыск увд зао совместно сотрудник омвд россия район тропарево-никулино год москва задержать подозревать разбойный нападение  >ть служба 102 поступить сообщение 24-летний москвичка разбойный нападение возле один дом мичуринский проспект прибыть место сотрудник полиция девушка рассказать вместе свой знакомый идти улица подойти двое неизвестный молодая человек стать требовать отдать рюкзак получить отказ злоумышленник нанести знакомый девушка травма угрожать предмет похожий труба монтировка нападать похитить рюкзак который находиться денежный средство результат нападение потерпевший госпитализировать  >ть ход проведение оперативно-розыскной мероприятие сотрудник управление уголовный розыск гу мвд россия год москва отдел уголовный розыск увд зао совместно оперативник территориальный омвд силовой поддержка боец росгвардия молодогвардейский улица задержать подозревать совершение данный преступление они оказаться 24-летний уроженец ближний зарубежье  >следственный отделение омвд россия район тропарево-никулино год москва возбудить уголовный дело признак преступление предусмотренный ст 162 ук рф разбой отношение подозревать избрать мера пресечение вид заключение стража  >сотрудник увд зао обращаться к весь гражданин пострадавший противоправный действие задержать просьба звонить телефон 499 233-91-00 служба 102 мобильный телефон 112).<><>#мвдроссия петровка38 полиция разбой зао новость
3618,__label__mchsgov,памяткамчс мчс мчсроссия ><>ести питомец забраться высоко
5539,__label__mchsgov,мчс предупреждать огонь приходить
8269,__label__russianpost,вспоминать олимпиаду-80 фирменный стиль московский олимпиада найти отражение почтовый конверт карточках.<><>более полный коллекция посмотреть http://80.ruz.net/env.php
1925,__label__mil,лётчик-истребитель сила пво морской авиация тихоокеанский флот отразить условный удар сверхзвуковой стратегический бомбардировщик-ракетоносец ту-160  >согласно легенда ту-160 выпустить крылатый ракета цель полигон кура камчатка  >экипаж всепогодный истребитель-перехватчик миг-31 поднять тревога отражение массировать ракетный удар своевременно обнаружить захватить успешно уничтожить цель ракета воздух-воздух  >#минобороны тихоокеанскийфлот пво морскаяавиация вкс
3348,__label__mchsgov,буднимчс мчс мчсроссии<><>ный стража безопасности<>📸 mchs_smolensk
3539,__label__mchsgov,советмчс мчс мчсроссия
4944,__label__mchsgov,памяткамчс мчс мчсроссии<><>осторожный гололёд >ть связь резкий перепад среднесуточный температура некоторый регион страна дорога образоваться гололёд мчс россия напоминать несколько несложный очевидный мера безопасность вождение ><>читать наш инфографик беречь >https://vk.com/mchsgov?w=page-32123991_50085447
7664,__label__russianpost,"почта россия подвести финансовый итог 2014 год выручка предприятие составить 140 миллиард прибыль 1,2 миллиард рубль сравнение 2013 год показатель вырасти 50 время расход компания оплата труд 2014г вырасти 13 генеральный директор фгуп почта россия дмитрий страшновый рассказать газета ведомость"
1225,__label__mil,2018 год десантник вдв россия ожидать семь совместный международный учение подразделение зарубежный государство  >ть состав воинский контингент коллективный сила оперативный реагирование одкб российский десантник принять участие учение взаимодействие-2018 киргизия июнь краснодарский край десантник россия белоруссия сербия провести совместный тактический учение славянский братство  >кром ноябрь египет состояться российско-египетский тактический учение защитник дружбы-2018  >#минобороны вдв учение защитникидружбы2018 славянскоебратство2018 взаимодействие2018
6077,__label__russianpost,подготовка новый год семья соколов подходить ответственно ёлка нарядить гирлянда развесить продукт закупить подарок близкие позаботиться заранее поэтому другой тратить время поход магазин наслаждаться приятный предпраздничный атмосфера периодически приходиться открывать дверь курьер почта россия который доставлять посылка интернет-магазин дом ><>ести ваш посылка превышать 2 килограмм мочь заказать курьерский доставка почтовый отделение житель москва санкт-петербург услуга доступный онлайн получатель другой город необходимый позвонить телефон указанный извещение ><>подробность искать https://www.pochta.ru/support/post-rules/home-delivery<><>#почтароссия почтовыеистория услугипочта
591,__label__mil,испытательный пуск новый модернизированный ракета российский система противоракетный оборона полигон сары-шаган казахстан 01.04.2018
5436,__label__mchsgov,новый выпуск мчс_112:<><>трагедия самозер спасатель продолжать поисковый работа место происшествия;<><>мчс россия контролировать ситуация паводок территория страна ><>уникальный история спасение турист свердловский область ><>#мчс
3629,__label__mchsgov,мчс мчсроссия ><>сотрудник мчс россия архангельский область спасти мужчина решить перейти река тонкий льду.<><>http://www.mchs.gov.ru/dop/info/smi/news/item/33425389
6939,__label__russianpost,новость владивосток сегодня почта россия провести спецгашение почтовый конверт посвятить 50-летие приморский государственный картинный галерея специально мероприятие изготовить почтовый штемпель также юбилейный конверт тираж 500 тысяча экземпляр изображение произведение дальневосточный художник анатолий телешов владивосток бухта троица торжественный церемония принять участие директор галерея алёна даценко председатель дума город владивосток елена новицкий вдова художник виолетта телешов директор приморский филиал почта россия андрей брик ><>поставить оттиск новое памятный штемпель центральный отделение почта россия город владивосток ул верхнепортовый далее 2 штемпель действовать течение три день художественный конверт 50 год приморский государственный картинный галерея поступить почтовый отделение приморье успеть приобрести!<><>#почтароссия владивосток
367,__label__mil,военно-транспортный вертолёт ми-8амтша ми-26 аэродром армейский авиация юво  >#минобороны юво армейскаяавиация
2845,__label__mil,тренировка мотострелковый программа спецподготовка российский воинский контингент миротворческий сила приднестровский регион республика молдова
2123,__label__mil,экипаж палубный противолодочный вертолёт ка-27плый балтийский флот провести тренировка поиск уничтожение подводный лодка условный противник  >ть ход патрулирование помощь радиолокационный гидроакустический средство экипаж обнаружить подлодка условный противник определение координата уничтожить цель помощь авиабомба торпеда
8531,__label__russianpost,почтовый вести!<><>почта россия продолжать помогать одинокий пожилое человек июнь октябрь регион страна проходить благотворительный акция почта россия один».<><>люба желающий принять участие порадовать одинокий старик прийти любой почтовый отделение опустить безадресный письмо поздравительный открытка посылка специальный ящик логотип акция передать оператор связь ><>ть прошлое год период действие акция одинокий пенсионер доставить 50 тысяча открытка письмо посылка подарками.<><>пусть наш добрый пожелание помочь преодолеть уныние осенний пора собранный почтовый послание подарок быть вручить адресат 1 октябрь международный день пожилое людей.<><>#новости@russianpost
9018,__label__mospolice,участковый уполномоченный полиция омвд россия район соколиный гора задержать подозревать разбое<><>участковый уполномоченный полиция омвд россия район соколиный гора лейтенант полиция вячеслав крошкина нерабочий время задержать подозревать разбойный нападение девушка  >накануне участковый уполномоченный полиция нерабочий время двигаться личный автомобиль измайловский шоссе момент внимание привлечь бежать улица мужчина летний одежда проследовать сотрудник увидеть впереди убегать гражданин женский сумка рука оставить автомобиль полицейский вскоре догнать мужчина рука который находиться предмет похожий нож чужой женский сумка сотрудник полиция задержать подозревать место происшествие вызвать наряд полиция задержать оказаться 34-летний приезжий который ход личный досмотр изъять нож  >ть это время полиция поступить сообщение женщина разбой потерпевший рассказать подъезд дом расположить проспект буденный неизвестный угрожать предмет похожий нож выхватить рука дамский сумка попытаться скрыться однако побежалый очевидец произойти  >ть настоящее время похитить изъять  >по дать факт следствие омвд россия район соколиный гора возбудить уголовный дело признак преступление предусмотренный ст 162 ук рф разбой подозревать задержать порядок ст 91 упк рф  >сотрудник увд вао обращаться к весь гражданин пострадавший противоправный действие задержать просьба звонить телефон 495 965-14-01 служба 102 мобильный телефон 112).<><>#police mvdrussia мвд мвдроссия полиция полицияроссия мвд77 петровка38 новость разбой
4481,__label__mchsgov,мчс мчсроссия ><>ть мчс россия состояться заседание рабочий группа правительственный комиссия вопрос оказание адресный помощь пострадавший 3 апрель 2017 год результат взрыв метро санкт-петербурга.<><>http://www.mchs.gov.ru/dop/info/smi/news/item/33147684
10585,__label__mospolice,север столица полицейский найти пропасть подростка.<><>23 ноябрь благодаря оперативный слаженный действие >сотрудник полиция омвд россия головинский район >обнаружить пропасть ранее касьянов владислав юрий 11.01.2003 год >рождение >как выяснить стража правопорядок северный округа это время >ребёнок находиться дача родитель подмосковье настоящее время >подросток находиться круг семьи.<><>#мвд петровка38 полиция новость найденребёнка розыск
2910,__label__mil,экипаж мкс поздравить ветеран испытатель главный испытательный центр испытание управление космический средство имя год титов военнослужащий гражданский персонал вкс 60-летие
